scenario,scenario_label,estimand,estimand_label,estimator,procedure_label,n_attempts,n_returned,n_stable,n_unstable,n_unsupported,n_failure,mean_target,bias,bias_mcse,rmse,stable_bias,stable_bias_mcse,stable_rmse
akm_dgp,AKM,c_assign,$C_{\mathrm{assign}}$,blm_estimated,BLM,100,43,43,0,57,0,0.4133466743629245,-0.12790793083335547,0.00788507246112953,0.13773802022025547,-0.12790793083335547,0.00788507246112953,0.13773802022025547
akm_dgp,AKM,c_assign,$C_{\mathrm{assign}}$,project_plugin_bic,Project plug-in,100,100,100,0,0,0,0.41328844142345345,-0.027178522532584112,0.003397747733067457,0.04337737155652843,-0.027178522532584112,0.003397747733067457,0.04337737155652843
crippa_tukey_dgp,Crippa/Tukey,q_f,$Q_F$,kss_he,KSS-HE,100,100,100,0,0,0,1.5624999999838263,-0.4082717864460777,0.033078079838679754,0.5244116978324043,-0.4082717864460777,0.033078079838679754,0.5244116978324043
crippa_tukey_dgp,Crippa/Tukey,q_f,$Q_F$,blm_estimated,BLM,100,57,57,0,43,0,1.5624999999828417,0.3225530528759833,0.0682582318401843,0.6041149724189299,0.3225530528759833,0.0682582318401843,0.6041149724189299
crippa_tukey_dgp,Crippa/Tukey,q_f,$Q_F$,project_plugin_bic,Project plug-in,100,100,100,0,0,0,1.5624999999838263,-0.5211081030299509,0.022609129390246386,0.5675911869384331,-0.5211081030299509,0.022609129390246386,0.5675911869384331
crippa_tukey_dgp,Crippa/Tukey,h_f,$H_F$,kss_he,KSS-HE,100,100,100,0,0,0,1.1249999999897595,-1.1249999999897595,1.1556251316284832e-12,1.12499999998976,-1.1249999999897595,1.1556251316284832e-12,1.12499999998976
crippa_tukey_dgp,Crippa/Tukey,h_f,$H_F$,blm_estimated,BLM,100,57,57,0,43,0,1.1249999999896954,-0.696720154389839,0.026839840144715424,0.7250931571851016,-0.696720154389839,0.026839840144715424,0.7250931571851016
crippa_tukey_dgp,Crippa/Tukey,h_f,$H_F$,project_plugin_bic,Project plug-in,100,100,100,0,0,0,1.1249999999897595,-1.1249999999897595,1.1556251316284832e-12,1.12499999998976,-1.1249999999897595,1.1556251316284832e-12,1.12499999998976
crippa_tukey_dgp,Crippa/Tukey,rho_h,$\rho_H$,kss_he,KSS-HE,100,100,100,0,0,0,0.3600000000004495,-0.3600000000004495,2.253303743052377e-12,0.3600000000004495,-0.3600000000004495,2.253303743052377e-12,0.3600000000004495
crippa_tukey_dgp,Crippa/Tukey,rho_h,$\rho_H$,blm_estimated,BLM,100,57,57,0,43,0,0.3600000000006558,-0.24692251192894119,0.005158650060684754,0.24992194870082912,-0.24692251192894119,0.005158650060684754,0.24992194870082912
crippa_tukey_dgp,Crippa/Tukey,rho_h,$\rho_H$,project_plugin_bic,Project plug-in,100,100,100,0,0,0,0.3600000000004495,-0.3600000000004495,2.253303743052377e-12,0.3600000000004495,-0.3600000000004495,2.253303743052377e-12,0.3600000000004495
crippa_tukey_dgp,Crippa/Tukey,c_assign,$C_{\mathrm{assign}}$,kss_he,KSS-HE,100,100,100,0,0,0,0.6016284002261622,-0.009560137095916039,0.017254100738608148,0.17194211659392386,-0.009560137095916039,0.017254100738608148,0.17194211659392386
crippa_tukey_dgp,Crippa/Tukey,c_assign,$C_{\mathrm{assign}}$,blm_estimated,BLM,100,57,57,0,43,0,0.6373872842870819,-0.21764453245342458,0.03656248388377343,0.3496152102825856,-0.21764453245342458,0.03656248388377343,0.3496152102825856
crippa_tukey_dgp,Crippa/Tukey,c_assign,$C_{\mathrm{assign}}$,project_plugin_bic,Project plug-in,100,100,100,0,0,0,0.6016284002261622,-0.14732142030381648,0.025407979779544225,0.29259969086044646,-0.14732142030381648,0.025407979779544225,0.29259969086044646
blm_grouped_dgp,BLM types,q_f,$Q_F$,kss_he,KSS-HE,100,100,100,0,0,0,1.999999999981284,-0.7355580615490435,0.07773479707223187,1.0673672427145364,-0.7355580615490435,0.07773479707223187,1.0673672427145364
blm_grouped_dgp,BLM types,q_f,$Q_F$,blm_estimated,BLM,100,47,46,1,53,0,1.9999999999720688,-0.005354315643634781,0.007212675935166953,0.04921089947070212,-0.005520144411153421,0.007369266755900915,0.04974179487818243
