estimator,estimator_label,stable_n,unstable_rate,mean_cell_rmse,q_f_rmse,q_f_bias,q_f_bias_mcse,h_f_rmse,h_f_bias,h_f_bias_mcse,c_assign_rmse,c_assign_bias,c_assign_bias_mcse,rho_h_rmse,rho_h_bias,rho_h_bias_mcse
blm_oracle,"BLM, oracle groups",100,0.0,0.05064167512200726,0.05551261696931443,-1.419528573298745e-06,0.005579227925992023,0.0849069754666634,-0.00012155636133722281,0.008533463367231075,0.012704059159199466,-0.00016285174939997037,0.0012767010772645477,0.016571924724325216,-1.8917278417532324e-05,0.00166554001678977
blm_estimated,"BLM, estimated groups",99,0.01,0.051404196248191925,0.09226367629991197,0.0041936190994161715,0.009310406468265819,0.10978299641428274,0.006310341152010075,0.01107142207199978,0.01915199054291653,-0.0015060919391810255,0.0019286519264329824,0.014073193456806762,0.000508324893733148,0.001420679558130185
project_plugin_bic,"Low-rank plug-in, no LOO (BIC)",12,0.88,nan,3.585885774938052,0.4364806125772598,1.0731458202087771,7.431058269740977,0.46181688123358366,2.2362174267457138,4.814226738024734,-1.3563775929919826,1.3927415380641277,0.47765482669414205,-0.36732550205033604,0.09206031076897336
