scenario,scenario_label,estimator,estimator_label,firm_bias,firm_bias_mcse,firm_rmse,covariance_bias,covariance_bias_mcse,covariance_rmse
additive_independent,"Additive, independent",project_plugin_bic,"Low-rank plug-in, no LOO (BIC)",0.013043728152203218,0.008157317084975002,0.08220571284628739,-0.005357081047231005,0.005869400208699702,0.05864498562984842
additive_independent,"Additive, independent",akm_fe,AKM plug-in,0.011908324896607377,0.008179054819439275,0.08224721902923557,-0.0025236317871117414,0.0059035631605711845,0.05879389813995489
additive_independent,"Additive, independent",kss_ho,KSS-HO,0.006876986096363068,0.008158643030482091,0.08146824590939795,-0.0014768088405700778,0.0059045808526007595,0.05876839621596489
additive_independent,"Additive, independent",kss_he,KSS-HE,0.007058279784350691,0.008173074850517544,0.08162680572102679,-0.001414431656774987,0.005934939759211753,0.05906884205326408
additive_common_sorting,"Additive, common sorting",project_plugin_bic,"Low-rank plug-in, no LOO (BIC)",-0.03486888453382261,0.009273636820000411,0.09864011737467936,-0.07203278448199427,0.006110637713830892,0.09426224840268232
additive_common_sorting,"Additive, common sorting",akm_fe,AKM plug-in,0.010757414628748817,0.00886158808614096,0.08882549502777862,-0.0031045188854374583,0.0043016573042032194,0.04291339345970816
additive_common_sorting,"Additive, common sorting",kss_ho,KSS-HO,0.0050834390111723395,0.00884578865716953,0.08816116532773323,-0.0014706834562001354,0.004327729414239085,0.04308547152152901
additive_common_sorting,"Additive, common sorting",kss_he,KSS-HE,0.006859538655056009,0.008721711879439799,0.08705062218760057,-0.0020449595117717047,0.004329427920918728,0.04312577565129028
